time,thrust
2.611,84.464058
2.612,59.353123
2.613,74.571869
2.614,60.874996
2.615,73.810936
2.616,79.137497
2.617,60.874996
2.618,78.376556
2.619,77.615623
2.62,61.635933
2.621,60.114059
2.622,56.309372
2.623,65.44062
2.624,76.093742
2.625,64.67968
2.626,69.245308
2.627,79.89843
2.628,64.67968
2.629,72.289055
2.63,69.245308
2.631,72.289055
2.632,64.67968
2.633,73.049995
2.634,56.309372
2.635,75.332809
2.636,65.44062
2.637,79.89843
2.638,57.070309
2.639,53.265621
2.64,66.201561
2.641,72.289055
2.642,64.67968
2.643,89.790619
2.644,71.528122
2.645,62.39687
2.646,63.15781
2.647,66.201561
2.648,60.114059
2.649,73.810936
2.65,60.114059
2.651,77.615623
2.652,73.810936
2.653,68.484367
2.654,65.44062
2.655,70.767181
2.656,55.548435
2.657,57.831245
2.658,64.67968
2.659,70.006248
2.66,60.114059
2.661,78.376556
2.662,63.918747
2.663,71.528122
2.664,69.245308
2.665,60.874996
2.666,61.635933
2.667,71.528122
2.668,70.006248
2.669,66.201561
2.67,69.245308
2.671,55.548435
2.672,63.918747
2.673,67.723434
2.674,47.93906
2.675,48.699997
2.676,71.528122
2.677,63.918747
2.678,70.006248
2.679,70.767181
2.68,67.723434
2.681,78.376556
2.682,73.049995
2.683,72.289055
2.684,76.093742
2.685,70.006248
2.686,65.44062
2.687,66.201561
2.688,67.723434
2.689,56.309372
2.69,70.006248
2.691,60.874996
2.692,69.245308
2.693,68.484367
2.694,69.245308
2.695,66.201561
2.696,62.39687
2.697,69.245308
2.698,72.289055
2.699,61.635933
2.7,61.635933
2.701,54.787498
2.702,64.67968
2.703,58.592182
2.704,60.874996
2.705,70.767181
2.706,68.484367
2.707,70.767181
2.708,44.134373
2.709,52.504684
2.71,58.592182
2.711,62.39687
2.712,61.635933
2.713,61.635933
2.714,71.528122
2.715,50.982811
2.716,59.353123
2.717,56.309372
2.718,60.874996
2.719,49.460934
2.72,47.93906
2.721,61.635933
2.722,57.070309
2.723,63.15781
2.724,49.460934
2.725,69.245308
2.726,63.918747
2.727,57.070309
2.728,50.22187
2.729,61.635933
2.73,50.982811
2.731,68.484367
2.732,60.874996
2.733,69.245308
2.734,58.592182
2.735,51.743748
2.736,64.67968
2.737,51.743748
2.738,48.699997
2.739,54.787498
2.74,63.918747
2.741,54.787498
2.742,58.592182
2.743,51.743748
2.744,51.743748
2.745,69.245308
2.746,64.67968
2.747,60.114059
2.748,64.67968
2.749,54.787498
2.75,60.874996
2.751,55.548435
2.752,54.787498
2.753,57.070309
2.754,63.918747
2.755,66.201561
2.756,55.548435
2.757,54.026558
2.758,75.332809
2.759,53.265621
2.76,57.070309
2.761,53.265621
2.762,44.895309
2.763,55.548435
2.764,50.982811
2.765,61.635933
2.766,58.592182
2.767,47.178123
2.768,60.114059
2.769,57.831245
2.77,54.787498
2.771,47.178123
2.772,44.134373
2.773,56.309372
2.774,54.026558
2.775,49.460934
2.776,45.656246
2.777,60.114059
2.778,54.787498
2.779,38.807812
2.78,35.003124
2.781,35.003124
2.782,30.437498
2.783,8.370312
2.784,34.242184
2.785,29.676561
2.786,55.548435
2.787,53.265621
2.788,37.285934
2.789,59.353123
2.79,43.373436
2.791,40.329685
2.792,38.807812
2.793,43.373436
2.794,38.807812
2.795,54.026558
2.796,47.93906
2.797,59.353123
2.798,45.656246
2.799,46.417183
2.8,36.524998
2.801,54.787498
2.802,30.437498
2.803,55.548435
2.804,39.568748
2.805,36.524998
2.806,45.656246
2.807,44.895309
2.808,41.851559
2.809,31.959373
2.81,53.265621
2.811,49.460934
2.812,48.699997
2.813,41.090622
2.814,47.178123
2.815,39.568748
2.816,39.568748
2.817,40.329685
2.818,45.656246
2.819,47.178123
2.82,43.373436
2.821,24.349998
2.822,36.524998
2.823,31.198435
2.824,41.851559
2.825,45.656246
2.826,31.959373
2.827,30.437498
2.828,44.895309
2.829,50.22187
2.83,58.592182
2.831,39.568748
2.832,40.329685
2.833,45.656246
2.834,47.93906
2.835,30.437498
2.836,35.003124
2.837,47.93906
2.838,35.764061
2.839,53.265621
2.84,45.656246
2.841,38.807812
2.842,46.417183
2.843,55.548435
2.844,44.134373
2.845,39.568748
2.846,43.373436
2.847,42.612495
2.848,53.265621
2.849,40.329685
2.85,35.764061
2.851,46.417183
2.852,37.285934
2.853,34.242184
2.854,38.046871
2.855,25.871874
2.856,47.178123
2.857,43.373436
2.858,48.699997
2.859,50.982811
2.86,47.178123
2.861,47.178123
2.862,37.285934
2.863,45.656246
2.864,47.93906
2.865,41.851559
2.866,44.895309
2.867,38.807812
2.868,50.982811
2.869,45.656246
2.87,47.93906
2.871,52.504684
2.872,47.178123
2.873,44.895309
2.874,47.178123
2.875,55.548435
2.876,39.568748
2.877,44.895309
2.878,38.807812
2.879,39.568748
2.88,32.72031
2.881,36.524998
2.882,36.524998
2.883,57.070309
2.884,58.592182
2.885,51.743748
2.886,44.134373
2.887,44.134373
2.888,49.460934
2.889,44.134373
2.89,45.656246
2.891,37.285934
2.892,40.329685
2.893,36.524998
2.894,44.134373
2.895,55.548435
2.896,39.568748
2.897,24.349998
2.898,41.090622
2.899,45.656246
2.9,41.090622
2.901,48.699997
2.902,38.807812
2.903,33.481247
2.904,41.851559
2.905,41.090622
2.906,34.242184
2.907,35.003124
2.908,43.373436
2.909,41.851559
2.91,47.178123
2.911,43.373436
2.912,44.895309
2.913,41.851559
2.914,38.807812
2.915,38.046871
2.916,41.851559
2.917,41.851559
2.918,32.72031
2.919,36.524998
2.92,41.090622
2.921,31.959373
2.922,32.72031
2.923,33.481247
2.924,37.285934
2.925,35.003124
2.926,28.154686
2.927,41.851559
2.928,29.676561
2.929,41.851559
2.93,31.959373
2.931,28.915623
2.932,32.72031
2.933,44.895309
2.934,38.807812
2.935,40.329685
2.936,26.632811
2.937,27.393749
2.938,35.764061
2.939,31.959373
2.94,31.959373
2.941,43.373436
2.942,41.851559
2.943,32.72031
2.944,38.807812
2.945,43.373436
2.946,39.568748
2.947,36.524998
2.948,26.632811
2.949,26.632811
2.95,35.764061
2.951,38.807812
2.952,41.090622
2.953,37.285934
2.954,33.481247
2.955,41.851559
2.956,35.003124
2.957,32.72031
2.958,35.764061
2.959,44.134373
2.96,33.481247
2.961,39.568748
2.962,34.242184
2.963,44.895309
2.964,44.134373
2.965,28.915623
2.966,35.003124
2.967,22.828123
2.968,26.632811
2.969,30.437498
2.97,31.198435
2.971,40.329685
2.972,40.329685
2.973,38.807812
2.974,21.306248
2.975,37.285934
2.976,32.72031
2.977,24.349998
2.978,36.524998
2.979,25.110935
2.98,23.589062
2.981,25.871874
2.982,24.349998
2.983,30.437498
2.984,34.242184
2.985,29.676561
2.986,25.110935
2.987,30.437498
2.988,34.242184
2.989,23.589062
2.99,35.764061
2.991,12.174999
2.992,32.72031
2.993,16.740623
2.994,19.784374
2.995,33.481247
2.996,26.632811
2.997,39.568748
2.998,31.198435
2.999,35.003124
3,26.632811
3.001,19.023436
3.002,33.481247
3.003,28.915623
3.004,32.72031
3.005,41.090622
3.006,30.437498
3.007,41.090622
3.008,30.437498
3.009,26.632811
3.01,34.242184
3.011,28.915623
3.012,44.134373
3.013,38.807812
3.014,30.437498
3.015,25.110935
3.016,1.521875
3.017,22.828123
3.018,16.740623
3.019,19.023436
3.02,34.242184
3.021,28.915623
3.022,38.807812
3.023,27.393749
3.024,33.481247
3.025,27.393749
3.026,26.632811
3.027,26.632811
3.028,12.174999
3.029,41.090622
3.03,15.979687
3.031,29.676561
3.032,28.154686
3.033,24.349998
3.034,30.437498
3.035,24.349998
3.036,31.198435
3.037,25.871874
3.038,23.589062
3.039,19.784374
3.04,24.349998
3.041,50.22187
3.042,30.437498
3.043,22.828123
3.044,22.067186
3.045,29.676561
3.046,25.871874
3.047,27.393749
3.048,28.154686
3.049,22.828123
3.05,23.589062
3.051,29.676561
3.052,31.198435
3.053,24.349998
3.054,26.632811
3.055,12.935937
3.056,35.003124
3.057,21.306248
3.058,25.110935
3.059,22.067186
3.06,11.414062
3.061,24.349998
3.062,23.589062
3.063,18.262499
3.064,21.306248
3.065,25.110935
3.066,29.676561
3.067,20.545311
3.068,29.676561
3.069,17.501562
3.07,22.828123
3.071,16.740623
3.072,15.218749
3.073,30.437498
3.074,21.306248
3.075,19.023436
3.076,24.349998
3.077,21.306248
3.078,17.501562
3.079,14.457811
3.08,12.935937
3.081,25.871874
3.082,28.915623
3.083,28.154686
3.084,21.306248
3.085,24.349998
3.086,19.023436
3.087,29.676561
3.088,13.696875
3.089,12.935937
3.09,16.740623
3.091,23.589062
3.092,19.023436
3.093,23.589062
3.094,23.589062
3.095,22.828123
3.096,15.979687
3.097,29.676561
3.098,25.871874
3.099,25.871874
3.1,33.481247
3.101,31.198435
3.102,25.871874
3.103,19.784374
3.104,25.871874
3.105,25.110935
3.106,35.764061
3.107,19.784374
3.108,29.676561
3.109,17.501562
3.11,17.501562
3.111,23.589062
3.112,26.632811
3.113,12.935937
3.114,26.632811
3.115,21.306248
3.116,28.915623
3.117,19.023436
3.118,16.740623
3.119,32.72031
3.12,9.131249
3.121,15.979687
3.122,25.871874
3.123,14.457811
3.124,19.023436
3.125,12.174999
3.126,15.218749
3.127,25.110935
3.128,12.935937
3.129,9.131249
3.13,9.131249
3.131,19.023436
3.132,26.632811
3.133,35.003124
3.134,18.262499
3.135,28.154686
3.136,25.871874
3.137,19.023436
3.138,31.198435
3.139,22.067186
3.14,22.828123
3.141,25.110935
3.142,12.174999
3.143,19.023436
3.144,22.828123
3.145,19.023436
3.146,37.285934
3.147,19.784374
3.148,25.110935
3.149,19.784374
3.15,19.784374
3.151,14.457811
3.152,8.370312
3.153,22.828123
3.154,28.915623
3.155,25.871874
3.156,17.501562
3.157,18.262499
3.158,17.501562
3.159,25.871874
3.16,12.935937
3.161,23.589062
3.162,16.740623
3.163,25.110935
3.164,11.414062
3.165,12.174999
3.166,16.740623
3.167,8.370312
3.168,19.023436
3.169,22.067186
3.17,19.023436
3.171,24.349998
3.172,27.393749
3.173,27.393749
3.174,29.676561
3.175,10.653124
3.176,22.828123
3.177,10.653124
3.178,22.828123
3.179,9.892187
3.18,15.218749
3.181,20.545311
3.182,10.653124
3.183,26.632811
3.184,22.828123
3.185,30.437498
3.186,25.110935
3.187,24.349998
3.188,16.740623
3.189,8.370312
3.19,7.609375
3.191,23.589062
3.192,20.545311
3.193,12.935937
3.194,12.935937
3.195,25.871874
3.196,19.023436
3.197,30.437498
3.198,30.437498
3.199,-6.848437
3.2,22.828123
3.201,22.828123
3.202,16.740623
3.203,20.545311
3.204,9.892187
3.205,26.632811
3.206,8.370312
3.207,17.501562
3.208,5.326562
3.209,15.979687
3.21,6.848437
3.211,15.979687
3.212,19.784374
3.213,19.023436
3.214,27.393749
3.215,10.653124
3.216,16.740623
3.217,12.174999
3.218,14.457811
3.219,18.262499
3.22,28.154686
3.221,26.632811
3.222,16.740623
3.223,32.72031
3.224,15.979687
3.225,21.306248
3.226,22.828123
3.227,13.696875
3.228,12.935937
3.229,15.218749
3.23,19.784374
3.231,19.023436
3.232,22.067186
3.233,17.501562
3.234,10.653124
3.235,16.740623
3.236,17.501562
3.237,31.198435
3.238,18.262499
3.239,25.110935
3.24,18.262499
3.241,16.740623
3.242,-0.760937
3.243,-0.760937
3.244,31.198435
3.245,24.349998
3.246,30.437498
3.247,22.828123
3.248,-3.804687
3.249,8.370312
3.25,17.501562
3.251,0.760937
3.252,22.828123
3.253,9.892187
3.254,15.979687
3.255,20.545311
3.256,17.501562
3.257,12.174999
3.258,15.218749
3.259,14.457811
3.26,24.349998
3.261,20.545311
3.262,14.457811
3.263,8.370312
3.264,9.892187
3.265,19.023436
3.266,11.414062
3.267,11.414062
3.268,15.218749
3.269,14.457811
3.27,22.067186
3.271,16.740623
3.272,29.676561
3.273,12.174999
3.274,6.848437
3.275,9.131249
3.276,23.589062
3.277,15.218749
3.278,14.457811
3.279,17.501562
3.28,15.979687
3.281,4.565625
3.282,7.609375
3.283,10.653124
3.284,6.848437
3.285,31.198435
3.286,21.306248
3.287,15.218749
3.288,4.565625
3.289,16.740623
3.29,12.935937
3.291,21.306248
3.292,12.935937
3.293,9.892187
3.294,16.740623
3.295,21.306248
3.296,0
3.297,8.370312
3.298,14.457811
3.299,14.457811
3.3,19.023436
3.301,14.457811
3.302,13.696875
3.303,14.457811
3.304,8.370312
3.305,22.067186
3.306,15.218749
3.307,27.393749
3.308,23.589062
3.309,5.326562
3.31,9.131249
3.311,0
3.312,8.370312
3.313,6.848437
3.314,14.457811
3.315,9.892187
3.316,19.023436
3.317,29.676561
3.318,15.979687
3.319,15.979687
3.32,14.457811
3.321,10.653124
3.322,7.609375
3.323,12.174999
3.324,14.457811
3.325,1.521875
3.326,20.545311
3.327,22.067186
3.328,18.262499
3.329,6.848437
3.33,14.457811
3.331,16.740623
3.332,8.370312
3.333,16.740623
3.334,11.414062
3.335,19.023436
3.336,13.696875
3.337,21.306248
3.338,12.935937
3.339,5.326562
3.34,11.414062
3.341,22.067186
3.342,30.437498
3.343,16.740623
3.344,5.326562
3.345,10.653124
3.346,20.545311
3.347,19.023436
3.348,12.174999
3.349,12.174999
3.35,9.131249
3.351,5.326562
3.352,14.457811
3.353,8.370312
3.354,15.218749
3.355,25.110935
3.356,9.892187
3.357,10.653124
3.358,9.892187
3.359,7.609375
3.36,22.067186
3.361,22.828123
3.362,17.501562
3.363,7.609375
3.364,22.067186
3.365,4.565625
3.366,17.501562
3.367,4.565625
3.368,25.871874
3.369,23.589062
3.37,8.370312
3.371,24.349998
3.372,6.848437
3.373,14.457811
3.374,27.393749
3.375,6.0875
3.376,16.740623
3.377,22.828123
3.378,21.306248
3.379,10.653124
3.38,14.457811
3.381,12.935937
3.382,21.306248
3.383,13.696875
3.384,3.04375
3.385,19.784374
3.386,12.174999
3.387,19.784374
3.388,15.218749
3.389,10.653124
3.39,25.871874
3.391,9.892187
3.392,9.892187
3.393,13.696875
3.394,10.653124
3.395,18.262499
3.396,8.370312
3.397,6.848437
3.398,24.349998
3.399,10.653124
3.4,19.784374
3.401,27.393749
3.402,25.110935
3.403,7.609375
3.404,10.653124
3.405,10.653124
3.406,15.218749
3.407,19.023436
3.408,9.892187
3.409,6.848437
3.41,17.501562
3.411,20.545311
3.412,5.326562
3.413,19.023436
3.414,11.414062
3.415,9.131249
3.416,2.282812
3.417,0.760937
3.418,15.218749
3.419,19.023436
3.42,19.023436
3.421,21.306248
3.422,22.067186
3.423,18.262499
3.424,19.784374
3.425,12.174999
3.426,3.04375
3.427,10.653124
3.428,18.262499
3.429,13.696875
3.43,24.349998
3.431,9.131249
3.432,46.417183
3.433,21.306248
3.434,17.501562
3.435,10.653124
3.436,24.349998
3.437,8.370312
3.438,4.565625
3.439,13.696875
3.44,5.326562
3.441,22.067186
3.442,4.565625
3.443,20.545311
3.444,28.154686
3.445,23.589062
3.446,21.306248
3.447,17.501562
3.448,12.935937
3.449,24.349998
3.45,6.0875
3.451,12.935937
3.452,5.326562
3.453,25.110935
3.454,15.979687
3.455,14.457811
3.456,12.935937
3.457,-12.935937
3.458,9.131249
3.459,22.067186
3.46,12.174999
3.461,12.174999
3.462,11.414062
3.463,25.110935
3.464,16.740623
3.465,12.935937
3.466,17.501562
3.467,14.457811
3.468,16.740623
3.469,12.174999
3.47,9.892187
3.471,18.262499
3.472,4.565625
3.473,25.871874
3.474,19.023436
3.475,10.653124
3.476,14.457811
3.477,9.131249
3.478,0
3.479,26.632811
3.48,20.545311
3.481,19.784374
3.482,0.760937
3.483,20.545311
3.484,22.828123
3.485,8.370312
3.486,4.565625
3.487,7.609375
3.488,16.740623
3.489,11.414062
3.49,9.131249
3.491,-1.521875
3.492,15.218749
3.493,17.501562
3.494,19.784374
3.495,19.784374
3.496,11.414062
3.497,13.696875
3.498,15.218749
3.499,32.72031
3.5,0
3.501,14.457811
3.502,15.979687
3.503,3.804687
3.504,12.174999
3.505,15.979687
3.506,20.545311
3.507,21.306248
3.508,15.979687
3.509,24.349998
3.51,23.589062
3.511,12.174999
3.512,10.653124
3.513,17.501562
3.514,9.131249
3.515,5.326562
3.516,1.521875
3.517,15.979687
3.518,11.414062
3.519,12.935937
3.52,28.154686
3.521,17.501562
3.522,12.174999
3.523,4.565625
3.524,9.892187
3.525,15.979687
3.526,9.892187
3.527,2.282812
3.528,19.023436
3.529,12.174999
3.53,11.414062
3.531,19.023436
3.532,6.848437
3.533,12.174999
3.534,14.457811
3.535,14.457811
3.536,22.828123
3.537,8.370312
3.538,23.589062
3.539,24.349998
3.54,15.218749
3.541,22.828123
3.542,15.979687
3.543,7.609375
3.544,22.067186
3.545,1.521875
3.546,3.804687
3.547,3.804687
3.548,9.892187
3.549,0
3.55,18.262499
3.551,9.892187
3.552,28.915623
3.553,16.740623
3.554,12.174999
3.555,14.457811
3.556,16.740623
3.557,25.110935
3.558,29.676561
3.559,9.892187
3.56,20.545311
3.561,25.110935
3.562,28.154686
3.563,18.262499
3.564,7.609375
3.565,19.784374
3.566,16.740623
3.567,10.653124
3.568,9.892187
3.569,-3.804687
3.57,22.828123
3.571,12.935937
3.572,15.979687
3.573,-2.282812
3.574,15.218749
3.575,14.457811
3.576,17.501562
3.577,0.760937
3.578,9.131249
3.579,15.218749
3.58,22.828123
3.581,18.262499
3.582,12.174999
3.583,23.589062
3.584,3.04375
3.585,11.414062
3.586,-2.282812
3.587,0.760937
3.588,12.174999
3.589,8.370312
3.59,11.414062
3.591,15.979687
3.592,12.174999
3.593,19.023436
3.594,22.828123
3.595,2.282812
3.596,3.804687
3.597,10.653124
3.598,8.370312
3.599,12.174999
3.6,9.131249
3.601,12.174999
3.602,3.04375
3.603,20.545311
3.604,16.740623
3.605,7.609375
3.606,15.218749
3.607,8.370312
3.608,9.892187
3.609,12.935937
3.61,10.653124
3.611,19.023436
3.612,15.218749
3.613,12.174999
3.614,-5.326562
3.615,17.501562
3.616,9.131249
3.617,22.828123
3.618,-0.760937
3.619,19.784374
3.62,4.565625
3.621,9.892187
3.622,9.892187
3.623,16.740623
3.624,3.04375
3.625,7.609375
3.626,10.653124
3.627,5.326562
3.628,3.804687
3.629,17.501562
3.63,3.804687
3.631,3.04375
3.632,14.457811
3.633,15.979687
3.634,15.979687
3.635,11.414062
3.636,9.892187
3.637,13.696875
3.638,9.892187
3.639,9.892187
3.64,33.481247
3.641,14.457811
3.642,-5.326562
3.643,16.740623
3.644,7.609375
3.645,10.653124
3.646,9.131249
3.647,24.349998
3.648,12.174999
3.649,15.979687
3.65,14.457811
3.651,28.915623
3.652,13.696875
3.653,7.609375
3.654,-1.521875
3.655,3.804687
3.656,-0.760937
3.657,7.609375
3.658,9.131249
3.659,14.457811
3.66,8.370312
3.661,12.935937
3.662,2.282812
3.663,-0.760937
3.664,12.935937
3.665,-14.457811
3.666,14.457811
3.667,9.892187
3.668,13.696875
3.669,18.262499
3.67,17.501562
3.671,4.565625
3.672,22.828123
3.673,16.740623
3.674,15.979687
3.675,25.110935
3.676,7.609375
3.677,22.067186
3.678,7.609375
3.679,11.414062
3.68,14.457811
3.681,10.653124
3.682,7.609375
3.683,8.370312
3.684,9.892187
3.685,8.370312
3.686,19.784374
3.687,7.609375
3.688,10.653124
3.689,14.457811
3.69,10.653124
3.691,12.174999
3.692,7.609375
3.693,6.848437
3.694,10.653124
3.695,3.804687
3.696,12.935937
3.697,13.696875
3.698,3.804687
3.699,5.326562
3.7,0.760937
3.701,18.262499
3.702,11.414062
3.703,18.262499
3.704,18.262499
3.705,11.414062
3.706,-2.282812
3.707,12.174999
3.708,21.306248
3.709,1.521875
3.71,4.565625
3.711,20.545311
3.712,14.457811
3.713,6.848437
3.714,6.848437
3.715,24.349998
3.716,9.131249
3.717,11.414062
3.718,9.131249
3.719,3.04375
3.72,15.218749
3.721,12.935937
3.722,10.653124
3.723,0
3.724,22.067186
3.725,5.326562
3.726,2.282812
3.727,19.023436
3.728,0
3.729,3.804687
3.73,4.565625
3.731,7.609375
3.732,3.804687
3.733,7.609375
3.734,13.696875
3.735,-1.521875
3.736,11.414062
3.737,19.023436
3.738,20.545311
3.739,22.067186
3.74,5.326562
3.741,12.935937
3.742,15.218749
3.743,11.414062
3.744,12.935937
3.745,25.110935
3.746,14.457811
3.747,22.067186
3.748,22.828123
3.749,-1.521875
3.75,19.023436
3.751,16.740623
3.752,9.131249
3.753,25.110935
3.754,9.131249
3.755,5.326562
3.756,12.935937
3.757,7.609375
3.758,14.457811
3.759,-9.892187
3.76,22.067186
3.761,16.740623
3.762,10.653124
3.763,-0.760937
3.764,15.979687
3.765,18.262499
3.766,6.848437
3.767,14.457811
3.768,12.935937
3.769,10.653124
3.77,4.565625
3.771,9.131249
3.772,14.457811
3.773,19.023436
3.774,3.804687
3.775,17.501562
3.776,15.979687
3.777,17.501562
3.778,10.653124
3.779,9.131249
3.78,-3.04375
3.781,10.653124
3.782,10.653124
3.783,12.935937
3.784,18.262499
3.785,9.131249
3.786,29.676561
3.787,12.174999
3.788,15.979687
3.789,12.174999
3.79,15.218749
3.791,14.457811
3.792,21.306248
3.793,0
3.794,15.979687
3.795,6.0875
3.796,6.848437
3.797,16.740623
3.798,11.414062
3.799,16.740623
3.8,21.306248
3.801,22.828123
3.802,3.804687
3.803,5.326562
3.804,9.131249
3.805,9.892187
3.806,12.935937
3.807,19.023436
3.808,3.04375
3.809,8.370312
3.81,15.979687
3.811,12.174999
3.812,19.784374
3.813,22.067186
3.814,8.370312
3.815,7.609375
3.816,14.457811
3.817,14.457811
3.818,7.609375
3.819,8.370312
3.82,7.609375
3.821,15.979687
3.822,9.131249
3.823,8.370312
3.824,11.414062
3.825,9.131249
3.826,3.804687
3.827,4.565625
3.828,1.521875
3.829,-1.521875
3.83,11.414062
3.831,-3.04375
3.832,12.935937
3.833,3.04375
3.834,6.848437
3.835,11.414062
3.836,3.804687
3.837,3.04375
3.838,8.370312
3.839,12.935937
3.84,-3.04375
3.841,0.760937
3.842,7.609375
3.843,14.457811
3.844,15.979687
3.845,0.760937
3.846,7.609375
3.847,19.023436
3.848,9.131249
3.849,12.935937
3.85,12.935937
3.851,9.892187
3.852,4.565625
3.853,11.414062
3.854,9.131249
3.855,-3.804687
3.856,5.326562
3.857,6.0875
3.858,15.979687
3.859,12.174999
3.86,15.979687
3.861,-5.326562
3.862,21.306248
3.863,17.501562
3.864,12.174999
3.865,-3.04375
3.866,11.414062
3.867,12.935937
3.868,6.0875
3.869,11.414062
3.87,19.784374
3.871,14.457811
3.872,9.892187
3.873,0.760937
3.874,10.653124
3.875,3.804687
3.876,15.979687
3.877,7.609375
3.878,14.457811
3.879,14.457811
3.88,10.653124
3.881,12.174999
3.882,0.760937
3.883,4.565625
3.884,12.935937
3.885,12.935937
3.886,0
3.887,0.760937
3.888,6.848437
3.889,0
3.89,-0.760937
3.891,9.892187
3.892,2.282812
3.893,9.131249
3.894,11.414062
3.895,5.326562
3.896,2.282812
3.897,7.609375
3.898,19.784374
3.899,14.457811
3.9,9.131249
3.901,11.414062
3.902,12.935937
3.903,9.131249
3.904,9.131249
3.905,25.110935
3.906,9.131249
3.907,10.653124
3.908,8.370312
3.909,6.848437
3.91,17.501562
3.911,12.935937
3.912,6.848437
3.913,5.326562
3.914,9.892187
3.915,14.457811
3.916,9.131249
3.917,4.565625
3.918,10.653124
3.919,18.262499
3.92,28.154686
3.921,10.653124
3.922,13.696875
3.923,-0.760937
3.924,9.892187
3.925,4.565625
3.926,5.326562
3.927,12.935937
3.928,11.414062
3.929,12.935937
3.93,14.457811
3.931,15.218749
3.932,10.653124
3.933,21.306248
3.934,10.653124
3.935,12.935937
3.936,12.174999
3.937,9.131249
3.938,9.892187
3.939,5.326562
3.94,6.0875
3.941,7.609375
3.942,6.848437
3.943,16.740623
3.944,18.262499
3.945,24.349998
3.946,12.935937
3.947,8.370312
3.948,27.393749
3.949,12.935937
3.95,24.349998
3.951,3.804687
3.952,15.979687
3.953,11.414062
3.954,5.326562
3.955,6.848437
3.956,16.740623
3.957,15.218749
3.958,9.131249
3.959,6.848437
3.96,12.174999
3.961,12.174999
3.962,16.740623
3.963,-7.609375
3.964,6.848437
3.965,4.565625
3.966,16.740623
3.967,11.414062
3.968,15.979687
3.969,14.457811
3.97,18.262499
3.971,5.326562
3.972,11.414062
3.973,-1.521875
3.974,14.457811
3.975,8.370312
3.976,16.740623
3.977,16.740623
3.978,9.131249
3.979,13.696875
3.98,16.740623
3.981,22.067186
3.982,6.0875
3.983,18.262499
3.984,12.935937
3.985,6.0875
3.986,1.521875
3.987,12.935937
3.988,15.979687
3.989,16.740623
3.99,0
3.991,9.892187
3.992,11.414062
3.993,28.915623
3.994,4.565625
3.995,12.935937
3.996,9.892187
3.997,-9.892187
3.998,5.326562
3.999,12.174999
4,0
